,review_id,star_rating,text_original
7843,R1Z5K9EQI3MTSZ,4,"Very pleased with this piano I have now owned this piano for about 3 weeks and am very happy with it.  I learnt piano for about 10 years as a kid, then continued playing as a hobby until about 20 years ago when I sold my upright piano. Now, having decided to take up the piano again, I was immediately impressed with the sound and feel of this piano. While you can't really say that it sounds and feels 100%like a modern acoustic piano, it's still far better than any second hand acoustic piano that I have ever owned in the past. My only criticism of the sound, is that it's 2 x 6 watt speakers aren't really large enough, so the volume needs to be wound up to 100% to obtain acceptable sound across the complete range of keys, however as 90% of my playing has been through good quality headphones, this hasn't been a major problem. The sound through the headphones is excellent and you forget that you have headphones on after a while.<br /><br />I chose Yamaha mainly owing to their consistently good reviews, particularly with respect to authentic sound and key action & feel. The YDP-141 is a nice piece of furniture in any room and comes with a matching Yamaha bench and built-in keyboard cover.<br /><br />As other reviewers have said, the boxed package is heavy. I was only just able to transport it home in the back of our SUV and with the aid of a trolley, was only just able to lug it up a flight of stairs by myself. It assembled easily but I'd recommend getting someone to assist holding the keyboard section when it is being assembled and attached to the base. Once assembled, it can be moved around fairly easily but it's a job for two people.<br /><br />It comes with \\""bells and whistles\\"" such as 6 voices, metronome, ability to record and play back your performances, 50 in-built songs, MIDI ports, etc, but while these features are impressive on paper or in the showroom, they are quickly forgotten. What really counts is that it performs it's core functions very well."
8357,R3CU3S6R6OKSJ7,5,It's great! I've been using a voice processor for several months now. This one allows you to adjust your guitar tone/effects separately from the vocal effects. It's great!
5896,R20X5TJ8V0NO8,4,"Scary to apply! These peg drops definitely work, but it is scary to use them!  When you apply a drop to your peg, it feels like it fuses to the hole, and I panicked when that happened and thought I had destroyed my violin and the ability to tune it.  I rubbed some of it off with a wet q-tip, but that didn't help, and so I gave up and walked away.  Then I came back about 30 mins later, and at that point I was able to turn the peg (although it was still quite difficult).  So just a warning, they work but once applied it makes the peg very difficult to turn.  The violin does stay in tune though!"
6874,R2ZYT1JVTQWS1W,5,"Really Good! Because my old flute case broke, I had to get another. This is a perfect replacement and it is more portable and less fragile."
2753,R25RRH18FQKZ0C,4,"Comparable to Neutrik I recently purchased several GLS Audio cables based on previous reviews. So I gave them a try and I am well pleased. Good quality and all the solder points were perfect. The 1/4\\"" are comparable to Swithcraft and the xlr connectors are comparable to Neutrik. In fact it looks like an exact copy except the internal strain relief is a white plastic instead of black. Solid, noise free, and easy to solder. I already have more in my cart for the next buying round. =)<br /><br />The only con I can possibly see is the the overall cable thickness. I wouldn't mind if they were just a tad thicker. But if you are like me that should not be a problem. I always take good care of my cables."
6186,R35YXO1N9CWCUC,1,Avoid it and save yourself headaches! [[VIDEOID:21682621]]Video review of the M-Audio Firewire 410 WATCH BEFORE YOU BUY![[ASIN:B0000TP588 M-Audio FireWire 410 4-In / 10-Out FireWire Mobile Recording Interface]]
6239,R373RX49W3DGIV,3,"They are good for the price They are good for the price, I although had a problem with one that was not drilled enough to pass the string through."
1287,R1JLQVBYLMYY14,1,One Star Total pick of junk and waste of money.
604,R2U6D1Z6O1ZSD6,5,Five Stars Simple to use.
1374,R3ES89DB1VNYVW,5,Exellent Guitar Shipping took a few days more than expected. Item recieved in great condition after shipping. :)  I am very proud of my purchase
6417,R38SLBLUU3E6Y5,4,Great little Piano I love this little piano.  My granddaughter and I are having a wonderful time playing it.  I am catching up from when I used to play and she is taking lessons.  It's a great bargain for someone who can't afford or have room for a large piano
6569,RTD3C8TI4KUQF,5,"Excellent bench, very well made Excellent bench, very well made. The walnut didn't match my decor but customer service responded very quickly and I was able to exchange it for the black.  The walnut looked more burgundy than walnut when I got it. And for some reason,  the black faux leather looks much more of a better quality, more authentic than the walnut.  Other than that the hardware and quality and comfort of the chair is excellent.  Highly recommended.  Have used this chair for few months now before posting this review."
927,R18P0FWQMV6Z0M,3,"Not a bad Option! Had these a few weeks along with others I bought and the jury is still out. Not as comfortable as other brands but offer protection, but clarity can get lost. Two levels offered is a nice touch."
7198,R3OA8424HEO8UU,4,Four Stars Most of the Songs doesn't have a vocals
6033,R2XPC1ULET5JVL,5,"Has stood the test of time & school bus commutes! My daughter has had hers for 5 years now. It has stood up to practice, bumps, and school bus commutes with little incident. We are definitely very happy with our purchase. We also have an LJHutchen trumpet and flute and have nothing but high praise for them all. Highly recommend!"
4848,R3T5VLWY7L0VKZ,3,"Does the job This compressor does the job well, very easy to control and very well build.  It ads gain when moving the attack knob above 12 and that's why it has only 3 stars.  In any other setting it sounds very well though. Reacts very well to my other pedals on the board.  The sustain is very good too."
6807,R1CJ9O325GSYES,5,"Stick with the good stuff Although Iâ€™m not a banjo player, as a musical instrument collector, I try to keep all my instruments in good shape and ready to play. Thatâ€™s why over the years, I've come to trust a number of Dâ€™Addario products, from ukulele strings and straps, to saxophone reeds, to guitar, and now, banjo strings. Their products are always made to the highest standard with the best materials, and packaged securely in an easy to use format. These banjo strings prove to be no exception.<br /><br />They are loop end strings and come pre-sorted in five envelopes inside the flat folded cardboard package. The packaging is advertised as corrosion resistant, and I believe it, as every string came out shiny and clean. The finish is excellent and they look great. If I could play a banjo, Iâ€™d tell you how they sound, but all I can say is, they are easy to string, easy to tune, and they sound lively and vibrant to a guy who canâ€™t do much if any pickinâ€™. (Iâ€™m good at grinninâ€™, though!) I believe these would make great strings for just about any non-professional banjo player, and probably would satisfy many pros as well, which is why I say that Dâ€™addario has lived up to its reputation and these banjo strings are worth five stars."
8546,R10WCM727RXNJR,5,Five Stars best quality bag out there
7415,RL7Z13Y5MVHWC,5,Five Stars extremely bright and cutting with a full body sound... [...]
637,R8LX0BXPJOE9Z,5,Perfect! I was a bit worried about the complaints It was receiving on the reviews about it not carrying the foam piece as pictured. Upon arrival I opened it eagerly to find just what I needed. Comes with a foam insert and the bottom has a cap that snaps on/off to hold the foam in. Looks like the sellers read the reviews and decided to fix the issue everyone was complaining about! For that I give them 5 stars.
2939,RAXCJCM2ZQB8S,4,"Why Crown XTi power amps are special This is the third Crown XTi power amp that I've bought. This particular one is rolling around on an A/V cart along with a video projector, a DVD player, a small mixing console, and a pair of EV ZX-1 speakers.    The two things that set XTI power amps apart is their light weight and their built-in DSP.     Yes, Crown XTI power amps sound good, but I think this is something that we should be able to just take for granted on in products from first tier pro sound manufacturers like Crown.     However, this kind of power (> 1 KW) in an 18 pound 2 RU pound package is a bit special. Most traditional pro sound power amps with this kind of power might weigh about twice as much. The convenience in terms of having to carry and man handle an amp goes way up when the weight goes under 20 pounds.     From the comments I read, very few people actually take advantage of the DSPs in Crown XTI power amps. Shame, shame! Fact is that a sound system implemented with XTi power amps typcially needs no speaker managment add-ons, no external crossovers, no external equalizers, no matter how complex. Each XTI has a zero-extra-cost field-programmable DSP-based self-management facility, including crossovers, equalizers, power limiting, and even bass synthesis.     I have an old Dell laptop that I've loaded with two free downloads one from Microsoft and one from Crown, that is my amplifier programmer. I just start the \\""Band Manager\\"" software, cable it up to the USB power on my XTi power amps, and I'm in the driver's seat. The GUI software \\""finds\\"" as many Xti amps as you have cabled up, up to 8. You can select the amp you want configure, and then the real fun starts. The various crossovers, limiters, and equalizers each have their own easy-to-use GUI. Mouse away!  Before you disconnect the software, be sure to lock out the front panel of the amp. If someone is going to mess with your adjustements, let them find their own laptop!    Here's a practcial situation. I love EV ZX series speakers, I'mmost of the way through owning a dozen of them. In my opinon the ZX-1 is the real honey of the line. They also weigh only 18 pounds, but they can take every watt that this XTi puts out and turn it into clean sound. Everybody who has worked with ZX-1s will tell you that as good as they sound all by themselves, they really sing if you can tailor their response to their environment. On stands? Hanging on the wall? Whatever. Speaker response curves are not a one-size-fits-all situation. Depending on your application, turning the midrange down a few dB, and kicking up the ends of the spectrum a bit can make them sound like they are far larger and heavier than they are. Enter the Xti power amp. The tools are all there. No casual user or operator can see anything to play with. The system belongs to you. Just bring your netbook or laptop. I wonder when Crown will come up with a iPad version of Band Manager..."
6232,R2023R0GJ2L7WV,1,Bone sock that only fits a flute Didn't fit anything but me flute
8647,RU7Y33SX8AUVI,5,"Five Stars Great item, worth the buy for starter Djembe players!"
212,R83OFIXLICCRI,4,love them!!!!! fit snug as a bug over my jbl price little too high but pricey would recomend them love them!!! fit over top and slide down speakers only thing they dont and i said dont come as a pair thought they did!! only one came!!!!  that the high price for one!!!!!!!! wow
2061,R2XNUKN9CLJ8ST,3,Three Stars Small but works. Culberson to use.
6216,R2GI57UIE5R3TM,5,Five Stars Works great!
1452,RX5DWYCP2FO99,4,"Very sturdy, some pieces keep coming off though... My husband cut the tops off to shorten the height and put the two accross pieces back onto the shortened legs.  This is to accomodate holding a DJ box instead of a keyboard height.  The rubber skid stoppers keep sliding off, which is annoying, and the end plugs fall out and we already lost two, otherwise it's a heavy, sturdy stand."
554,R3FRVKLES307RN,5,Great Ukulele I purchased this instrument for my grand daughter. She is nine years old. It is perfect. A great instrument that she can pass down to her own children.<br />Great quality and sound.
7445,R2GM6EGJGW4ALC,2,"Disappointed. I bought this because my daughter's piano teacher had told us to get a voice recorder, I picked this one based on the good comments and its price, for some reason, I always think that you get what you pay for. It was proven wrong this time though, had to return it for a refund. Here are the reasons:<br /><br />1. No built-in speaker, you have to listen to the recording via the earphones or by downloading it to your computer.<br /><br />2. Little hard to operate, I am pretty good at using those so-call gadgets since I am the one who uses them all the time in the family, but I found this one not as intuitively designed as some other items I have used. Plus the display is a little too small.<br /><br />3. Seems a little fragile, made out of plastic.<br /><br />After we returned it, we used our flip camcorder that I had bought a few years before, it served its purpose, plus you also got the video too."
6377,R2AWV0A185E47V,1,"Complete garbage- ""leather"" in only the most misleading sense Sadly this was complete crap. Calling it &#34;leather&#34; is pretty misleading; it appears to be &#34;bonded&#34; leather, which is basically leather dust pressed together with glue. It's nothing like any real leather strap I've ever had; thin, brittle, and ugly are the best words to describe it. I have lots of guitars and several Fender straps...the woven ones are top of the line in my opinion. I would have returned this immediately but was so disgusted with it that I tossed it in a corner and didn't find it until it was too late to return. A real disappointment for something with the Fender brand on it.<br /><br />If you're looking for a good leather strap I'd go to Etsy...I've found several nice bison hide straps there for not much more than this cardboard-feeling &#34;leather&#34; product from Fender."
8511,R3I3SDNGXWDED2,5,"Great Cabinet! This cabinet is the mainstay of my bass rig and it has performed flawlessly for the last 4 years. The cabinet has a control to turn off the horn for a less biting sound which rocks! The only thing I would do differently is to include larger casters. The ones that are on it are great for moving it across a dance floor, but are terrible on the parking lot. My workaround solution for that was to buy a hand truck that converts into a cart and helps me make one less trip at a time. The wheels are usually only a hassle when I have folks help me load out after the show..<br /><br />Great cabinet at a great price."
1061,RRK1IN3COIYJI,4,Pretty good for a starter Pretty good for a starter. The strings does need adjusted (tuned) a lot when starting to play..but overall it's good for beginners. The case is a little on the tight side. I do like the tuner that is comes with.
318,R2WCAV24RF7U4G,4,"Decent Bracket For the money, they were pretty good. A little problem with the tension adjustment to keep them in a fixed position, but I managed to get it installed. Very happy with the purchase."
4852,R1JPERVHO5PXPO,2,"whateve I'm finding it pretty difficult to hook up my mpk49 with cakewalk, I have gotten it to work, but when I save it, the mpk features won't save.  I used to use logic pro and it would just hook it self up."
3434,R1VAXKEL0E0MHF,3,"A little finicky The internal DR40 mics are very susceptible to wind, so I obviously sought out a windscreen for better recordings outside, specifically when I'm just trying to get some general ambiance.  The windscreen definitely cuts down on the sound, so that's good.  Most of my testing of it came during the winter months, when the wind was really blowing.  There was definitely still noticeable sound, but if it weren't for the windscreen those recordings would've been nothing but noise.  It took the noise to a level that I could work with in editing.  I haven't had a chance to try it with more typical weather conditions, but I'm assuming it will perform even better then.<br /><br />However, this thing is really annoying to use.  It took me about five minutes to actually get the thing on top, and then you better hope that you don't accidentally touch it too hard.  The elastic is pretty taut, which is good for keeping it secure, but it's also not a very long (maybe that's the wrong descriptor?) windscreen, so if you don't get it on just right it will slowly slide up and then pop off.  It took some wrestling, and some cursing of my fingers for not being nimbler, but I finally got it on.  Unfortunately, you will soon notice that it obscures the headphone jack, and makes using the input switch (line/mic/mic+phantom) a little risky for the aforementioned \\""don't touch it\\"" reasons.  There's really no way to fix it, because if you don't pull the screen down far enough, it will slide off on it's own, but if you do pull it down far enough it starts to mess with functionality.  If anyone has any suggestions, maybe I'm just using it wrong.<br /><br />I can't really recommend a different product, because there isn't any other option...but this gets the job done.  I would've preferred something that used a suspender sort of system, with two bands that you hooked around the bottom of the recorder up to the top.  Yeah, it would look goofy as hell, but it would be a lot easier to use."
1888,R2COE9326HFIIE,4,"Bought this at it's release I bought this item when it first came out and I think this Amazon page needs a review with a few years behind the product.<br /><br />When I bought this multi-tracker everything came with a bit of a learning curve, though it wasn't too bad, you still need to read the manual or else have the knowledge/guess at what all the nodules and buttons do.  At any rate, this is a very easy piece of equipment to learn and with its various settings you can get just about any sound you want out of this hardware, it's actually quite amazing.<br /><br />So far I've recorded 2 demos and one full length record on this little gizmo and the people who buy my records never guess that I produced it by myself at home, using nothing more than a few instruments and effects and my handy-dandy fostex mkII.<br /><br />There's no fuzz or hiss, even if you dub all 8 channels and you'd be hardpressed to make something sound bad unless the rest of your equipment isn't up to par.<br />Bottom line is that this is a great product for a great price and I promise you can make studio quality recordings with cheap gear as long as this lil beast is in your arsenal.<br /><br />Also I have to say after years of daily use this multitracker is no worse for wear.<br /><br />The only gripes I have are the LCD screen being too flat and hard to read at an angle, and the knobs can sometimes be inaccurate, and that you will need a flashcard much larger than what it comes with, so buy one ahead of time... Aside from that this is a great tool and great for home recording!<br /><br />I recommend this to anyone wanting to record at home, or even professionally, it's got that good of a range!"
1127,R1DEPU3OOJDGFS,5,"If you know how to EQ and add Reverb, you've got a killer Oud! Perfect for Live application with a band. This is a fine instrument. The craftsmanship is just amazing. Ok it does not sound like my custom made floating bridge Oud. However for the purpose of using it with a live band, it &#34;rocks&#34;! I mean no feedback, easy to tune and if you are good with sound you can get impressive results, even revolutionary. The face of the Oud (Soundboard) is made of Cedar wood, warm indeed to compensate the &#34;not that great pickup system&#34; compared to the Multioud Ambience. The fretboard is wider than any traditional Oud, meaning easier to play!!! Well enough said, check this video I made to know how it sounds. For this demo I have used a good old Yamaha Aw4416 which was used as a mixer. I have applied Chorus and reverb effects... Recorded Directly via my Apogee Duet 2 to Cubase 7<br /><br />http://youtu.be/8gyPpAOTSsw<br /><br />Enjoy and hope that was helpful!"
2310,R3QKOFVI4AKEYT,5,Fantastic violin case! This violin case is so beautiful ï¼Perfect appearanceï¼Nice colour ï¼High class interior trim. I just love it ! Maybe I will buy one more later.
1480,R3OQVP9E50GYQ4,3,I know they are suppose to be high quality strings ... I know they are suppose to be high quality strings but the &#34;E&#34; string was unusable. It was missing the end clip.
4248,R15TNAB33XDR7R,4,"Very good reed for consistency and quality I am a old sax player for last 40 years.  The reed is good and easy to blow on my Yamaha YAS-62 with AS-4C MPC, the sound quality is just similar to cane reed, but not the same; so I only use this for practice only.  In the concert I still use natural cane reed.  Note: this reed needs very low quantity of air to get the tone, it easy to use to it.<br /><br />I do recommend this reed for practice only taking advantage on durability, i have used this reed for 1 month still in good shape."
1699,RCDW18NEC3DKM,5,Five Stars Great adjustability and sturdy. Works great for my work station vocal. Not too large like a stage stand.
2018,R1B4T99PGE0NQD,5,Great investment. I have used this record player frequently for a couple of years now. I have never had any issues. Great investment.
1168,RC01YLW2F7COH,5,"6 channel Finally found this 6 channel mixer for a great price. The mixer is the heart of your system and when you have lots to plug in, this is the one to get."
6594,R1HZKIGOTA1NU7,5,Five Stars Very nice head phones.
7283,R1IH20BNO0BE5V,5,"Does just what I needed it to do. I picked up this guy to give me a headphone out for my own personal monitor on my guitar pedal board. The size is perfect, and I really only needed one 1/4\\"" input, so the extra one is a bonus. I've been quite pleased with the versatility of the unit. It does add a very slight bit of background noise to the output, but for my use (live performance), it isn't a factor at all. My only gripe on this box is the power cable input into the box. It's one of those hokey 4-pin things like an S-video cable. Lame! But that ain't enough to make me dog the rating on this thing. It's a good mini-mixer for the money (side rant - wish it wasn't made in China, but at this size and price? Never gonna happen)"
5422,R2FQVY0ESPXWDX,5,Exactly what was needed! These guitar holders are so cool! Keeps the instrument off the floor and makes a great visual piece for the room.
4614,R3RIWGBFUKHUKH,1,"If you want to be constantly distracted while you're playing ... If you want to be constantly distracted while you're playing by the extreme volume levels this effect hits when activated, then this is for you. I just shipped mine back."
2592,R2W1O6BVIWH1BB,5,Five Stars HAppy New year to all . I  truely  enjoy it.  Was able too  use it  very good.  Thanks.
2698,RI6OUF5UWAOVY,1,did not work - sound quality very bad kids cd (twinkle twinkle little star) iphone only plays music (no words) sound quality / microphone terrible!!! Nt worth the money
3043,RTJ1UIHN6WZYX,5,Five Stars It is wonderful product.
6627,R6SZWUWEU8MVK,1,"SECOND one to split! I ordered a didg from this company, received well and good and was pleased with it. This was not my first didgeridoo, my first being from Australia made from eucalyptus, and I was happy that this was not pvc or other synthetics but bamboo. However it split all the way up and down in a matter of days. This has happened frequently so I found out, with Meinl's didgeridoos. I opted to exchange it and Amazon handled it in true and proper fashion. I received my second on and in less time it has developed a split near the mouth of the instrument. I am sending this one back and will not order from Meinl again. I do hope you have better luck with them than I did."
2758,R3E6558EP55HFV,4,"but It is a great Still trying to learn it, but It is a great tool"
3365,R1OCHTLO2IQ1AD,5,HELL YES!! Love this pedal! If your looking for a extra crispy crunch metal tone get this pedal! Its badass!!
7935,R2MYH3QX1ARPNF,4,"Very nice for the price!! Arrived promptly.  Nicely packaged.  Holding my instruments securely.  I'll likely order more, and would recommend these to anyone shopping for wall mounts."
4789,RZJVRJY7M2UJA,4,If you need one of these nothing else will work ... If you need one of these nothing else will work. Well made piece. The threads are accurate. Does the job.
789,R3FVUB5SM6WH14,5,Can't ask for more! We got this unit to allow the children to learn to play the piano.  We are fortunate to have an instructor who comes to the house.  It worked right out of the box without much set up.  To my completely untrained ears it sounds like a real piano.  It's sturdy and professional looking and has quite a few buttons we've yet to explore.  The headphones are a mother's dream!  The different tones and songs are a blast for the children.  We've had lots of dance parties.  It was a good price for our budget.  The instructor himself thought it was a fine instrument and said it would take the children far into their lessons.
8152,R1IRUGD3ZVYHCE,5,"the pleather went bad and started to harden and crack These are basically a must-have for people with older ATH-m50's that still used pleather padding. After using my m50's for roughly a year, the pleather went bad and started to harden and crack. I have been using the new pads for a few days, and one thing I have noticed is that they are much more comfortable and forgiving for people with glasses. The old pads did not conform to the glasses, but instead pushed them into the sides of my head, causing discomfort over a long period of time(roughly 1-2 hours).<br /><br />People who own the new version of ath-m50s, this is probably not a worthy upgrade. The soft pads on the new m50's are more than comfortable enough to compete with these valour pads."
7857,R1IZ0BXTSZB98K,5,"Simple and effective, great for Shure SM7B Knowing that the preamps on a couple of my audio interfaces don't offer a ton of gain, I picked up the CL-1 the same day I ordered my Shure SM7B (whose manual recommends using preamps that can boost by 50db) to be on the safe side. I heard some concerns about the Cloudlifter device- people saying that it cut bass frequencies or otherwise colored the sound, so on my first day of ownership I did some tests. I recorded live vocals and an amped drum loop- first through just my interface's preamp, and then through the Cloudlifter, while lowering the gain on the interface to level match the non-Cloudlifter recordings. The interface I used for my test recordings was an RME Fireface UFX. I engaged the phantom power on the mic input when doing the Cloudlifter recordings (to power the CL-1), and disabled it for the straight-to-interface recordings.<br /><br />I could not hear any difference at all between the recordings, and using the analysis features of both Audacity and Wavelab, I could find no visible differences between the recordings in terms of frequency spectrum used. I am fully convinced the CL-1 does exactly what it's supposed to: Deliver 25db of clean, transparent gain to your mic's signal before it ever hits your interface or mixing desk."
6264,RFWGA78G00HI7,1,Did not fit my Epiphone Les Paul! This pickguard did not fit my Epiphone Les Paul and was poorly cut to fit the pickups entirely. Maybe I got a bad one but regardless this is going back to Amazon.
509,R126ODIWEREHR9,5,"Very happy with the purchase Using this to hold up a heavy, f-attachment trombone.  It is actually nicer than another model I purchased earlier in the year to hold my son's tenor.  No worries with stability or workmanship.  Very happy with the purchase."
4204,RUCB49TSQN48E,5,"Amazing Electric Instrument!!! Amazing! I played it as soon as it came in and it has a wonderful sound and tone! Although the strings are cheap, it still sounds pretty good. No problems at all.<br />10/10"
5792,REZB4YR50IMW9,1,Under $2000! What only 1 left in stock?  Must be selling like hotcakes.  Hmmm sweet gaming laptop...or this super duper xlr spliter.  Time for a second job to buy this bargain.
736,R1UY8ZB0RTQ67U,5,"An Excellent Solution We have a microphone stand at our clubhouse that has a problem supporting the new heavier mikes. The mikes would just drop lower, and lower, and lower, until we were talking into it with our heads on the table. I bought this and a new clutch to resolve the issue. We have to fiddle with it a little to get it just right, but what a difference. Now, when we adjust the mike, it sits just where it should for each user. We might have gotten by with just this or just the clutch, but for the money it seemed worth it to use the \\""belt and suspenders\\"" approach."
2391,R2DNFVYOAI2EWJ,5,"Works great ( I think) Seems to work well, though I don't know how long it's supposed to last. I have sweaty hands, and when I'm done I wipe my guitar down with this lil guy and it helps a lot to keep the strings from getting dirty or cruddy."
93,R3PAT68IB2WR3V,5,"Great Buy! i have a 10 yr old who just started band in sept. 2012, she was complaining right away about how much the regular strap hurt and cut into her neck.  i bought her this hoping it would relive pain and she LOVES IT!  no more pain (:"
4194,R3PRRGSACSQL2G,5,"Excellent mic, and a bargain Most of the teachers in the &#34;make your own video&#34; space will tell you that good audio quality is more important than good video quality in an effective video, and they often recommend this mic. I've now made dozens of videos using these mics, and highly recommend them. You might want to get some extra wind screens, and be sure to get a couple of extra batteries too, because you probably will leave the switch &#34;on&#34;, therefore draining your battery quickly."
1282,R183MU8DNX82O0,5,Good stuff Didn't check if my guitar could use nylon strings....I am newbie. You should have seen me try to put these on! LOL.<br /><br />But I am saving the strings when I do get a guitar that accepts nylons.
4619,RGCK0IDO3VO9W,5,Can't beat it for the price! Played this and many other more famous brands. To my ears this guitar has a better tone than guitars at three times the price. Don't hesitate to get this. The finish is really nice as well.
221,R122CYMSTYKH2U,5,"Amazing...amazing...and amazing... Ok...i received it yesterday but was able to play it a bit today...geez..its amazing !!!  just had to tune it a bit and was ready to roll !  the 12 is not so hard to play, as Kirkwood mentioned, just need to practice a bit and you gonna make it all the way!<br />im impressed with the guitar...<br /><br />only thing i see will need some adjustment is the 6 strings, are bit higher than what i like but nothing that can be fixed.<br /><br />great guitar...in another site i read that its a limited edition, and that Epiphone only produced 300 of this one, not sure if its true but if you can...BUY IT !!!"
4304,RJCO44IUBRU4S,2,Did not fit It did not fit my ukulele.  I still need to figure out whether there is a way to sand it down sufficiently.
3143,R1LZ1BTM0LWJDU,5,"Great Guitar Sounds great, no design flaws, no technical problems, this guitar is amazing and I'm sure any guitarist would love to get there hands on it :D good work Amazon especially for the price! and good work Dean For the amazing Piece"
6256,RF743V67N2LFX,5,"Great earbud option These earbuds are well-priced, have nice sound insulation options, and most importantly provide excellent sound.  The bass response is a bit more accentuated than some may like, but it can easily be EQed down, and it isn't boomy or sloppy."
7031,R2XKDMEQ95WPRG,5,"We love it! It sits on a side table in ... We love it! It sits on a side table in our living room.  Visually it looks nice and is a nice reminder for my daughter to reach over, pick it up and play it."
2127,R3ENZTQ4EU4TCV,5,"Freaking Awesome I never write reviews, but this sound quality definitely deserved it period. I was hesitating to buy this headphones, but I thought I get them since I spent a lot of time in the studio and sometimes I have to produce tracks on my headphones and the ones I had weren't that good. After putting this headphones on I can only say \\""wow\\"" all that I was missing, sounds I never knew where there and the melodies that I knew were there just made sense as to why they were there. Best money I ever spent."
6872,R2RLF1RGM6L2BY,3,"Good preamp / bad power supply I purchased the PP400 preamp for my new receiver which does not have a phono input (preamp), like most others in the same situation. The preamp is very nicely packaged. There is too much HUMMM. My background is electronics so I know what the reason is from the start. I had suspected it to be the case even before I purchased it. I cut the cord between the power supply and the preamp and inserted a filter circuit in between. So much for the warranty! For those who can understand it, the circuit is just a one transistor capacitance multiplier. The ripple (hum) was reduced from 50mv to under 2mv. The solution is not perfect but now I can live with it. I found that experimenting with grounding also help to reduce hum. Try attaching the ground wire to different points on the receiver chassie. Be sure to reduce the volume as you move the grounding around so you will not blow out the speakers or your ear drums.    I am rather surprised, after reading the other reviews that not more hum complains were launchased. With that much hum on the power supply, hum is unavoidable. I am giving a full 5 stars on the preamp itself. The lack of filtering on the power supply dropped the rating to 3 stars overall."
2312,R1E4BNJJIRR2CX,5,Great tuner Use my Korg clip-on mic with this tuner.  Can tune my dulcimer while others are talking or playing by using the clip-on mic.
3085,R20XJWWV60G7WE,5,"WOW!!!! All I can Say is WOW! I am SO AMAZED with this product! I purchased them because my fiance kept bugging me for them, but I was skeptical until I finally decided to try them out. As soon as they got here, we set them up (which took about 5 minutes) and when we stuck them to our wall, they began falling after about 5 minutes. The backing was just not sticky enough to stay stuck for a long time. So, we took our trusty staple gun and stapled them to our wall. That did the trick! Other than that minor inconvenience, the lights are worth every penny! I am amazed at how bright they are. We used the music settings and they all work GREAT! I cannot wait to purchase more sets for my whole house! I definitely recommend them!"
4139,RQ5KX1HGQ6T6T,5,"Has stood the test. This product works well. I used it on drywall (no wood), and my guitars have been hanging for over a couple months now."
33,R9XRQK1SMVXD0,5,Five Stars So far it has worked great.
3044,R3L6YDMD54K8VR,5,"Buy it. Amazing sound. For this price, it's remarkable. Turns the most tone deaf family member into a player in the band."
5081,R2YPPW66RX3092,1,Bad Quality This is like the 4 time I boug an item from Chauvet. I use my fog machine like 5 times and now does not work. And i handle all my items with care but all my chauvet buys had bad at all.
3312,R2TPLIS77IGMXW,4,"Works great, burns through batteries It works great!  I hooked it up to my ipad and all of the effects work and sound great.  I used to for a couple hours then turned it off, a couple of days later the battery was dead.  It was the included cheap battery so I figured it just came mostly dead.  I put in a replacement good battery and a few days later it was also dead.  So now I take out the battery between used so it doesn't die.  It does have a port where you can use a wired power supply, but this is not included with this product and I havn't wanted to bother trying to figure out which power supply to buy.  The battery connections in the back feel super delicate and I worry about the wiring coming apart from changing the battery so often..  The back door battery cover is kinda clunky as well.  The unit feels solid, I'm not worried about the case breaking from normal use, it is made out of plastic though.<br /><br />That said, the product works great and its way cheaper than buying separate pedals."
1005,R3JR5MXYPKOZBB,5,"and I hated it, thank God I switch to the UR44 I used to own a Focusrite Scarlett 2i4 Audio Interface, and I hated it, thank God I switch to the UR44, no clips, no driver issues, I can't think of a bad thing about this Interface."
6286,RRPU89ZRS3OJ,5,"Muy buena calidad acustica A pesar de lo accesible de su precio presenta elementos acusticos de muy buena calidad, la conformacion del cuerpo de la guitarra es de muy buena calidad"
1728,R2YX0A82JCFBVZ,5,great phones i use these for every gig very strong and durable headphones. these I do recommend.you can hear everything with mixing your music. clubs n events
3018,R14E2KBL20PAY7,2,"The Older Ones Were Great, The Newer Ones Just Plain Suck! The newest batch of cases (purchased 7/2015) are not nearly as nice as the ones made just a couple of years ago (or last year for that matter). There is definitely a noticeable difference in quality between those that were made then and now. The case feels a bit flimsier, has a dull-looking finish to the exterior vinyl, & has cheaper, poor-quality latches that can break easily. With the older cases, you got more than what you paid for. With the newer ones, you get less. Much less. In fact, if you have one of the older ones & buy one of these newer ones, you will not be happy."
7615,R23UXZHCX8MPAZ,3,Other then the string breaking it seems to be fine. After having it a few days I already had a string break. Not very impressed with that. Other then the string breaking it seems to be fine.
6051,R2IARRNWZ4CF60,5,Five Stars Great quality items!
88,R1S4KWRNW187N,4,Four Stars Great guitar
811,R2AM4MNG7OCGCG,1,"DO NOT BUY A piece of crap. It is not sensitive in the slightest and does not register lighter notes well at all. The head on it is cheap and WILL BREAK within a week, I guarantee it. The pickup shorted out after two months. Two months and a wire gets disconnected inside. It would have been a simple solder-job, but why fix a turd? when its fixed, it will still be a turd. I have been drumming for over 16 years and this is by far the WORST e-snare I have ever used. The bracket sucks, the workmanship is clunky and you have to beat the snot out of it to register anything. a total waste of money."
6193,R30ONZGOQQN21H,4,Nice value and quality Good quality and price. Fast shipping serves my needs. If this item was availed I'd but another. I have too many guitars!
1512,RA1V9ZQ8UYDFZ,5,Five Stars works great.
