,review_id,product_id,star_rating,sentiment_pred,dominant_topic,dominant_topic_score
2254,R372RS8IJZLVW,B005IHD95I,5,positive,4,0.018668430964422958
2255,R2R3BY2HSIKBCT,B005QKNUOW,5,positive,4,0.0940976068245479
2256,R34XV1VSX2F9LW,B00923H7MA,5,positive,0,0.0369638603977531
2257,R33359251F5Z51,B0002F56L6,3,neutral,0,0.023377066568579564
2258,R3S1ZRT2Y7SWXM,B00846UG1U,5,positive,6,0.04249839839560663
2259,RLHVRSZ85UA6F,B0040OZTQ2,2,negative,0,0.027343674827934452
2260,R2XDVHYHNJM5LK,B0027XJPO0,4,positive,6,0.09945887841979963
2261,R1O7DFYXX7SKBK,B000VYE0UG,5,positive,9,0.03872572581891296
2262,R2PMS2WN0VBDDL,B003LS178W,4,positive,5,0.07736056637868717
2263,R3KM9CC8C2M8SU,B0006NDF8A,5,positive,4,0.13520024295269517
2264,R31Q1HN021ZTW,B00HVLUR86,4,positive,0,0.05306393368410336
2265,R25PE6PJPJMKI2,B005SUWMIU,5,positive,3,0.26623196882473155
2266,R3LW89YHOZZTF8,B00263JCE4,5,positive,0,0.039231418882003995
2267,R3JQLS26KRJL3L,B00HO9ZELK,4,neutral,5,0.0277603943219272
2268,R16ONHJUTQ1C75,B0002CZXO4,5,negative,2,0.019013208053597498
2269,R3V750CZEMWVBD,B00004YAHE,5,neutral,6,0.03584636162964426
2270,R3CQJVG9J8RH3Z,B0002E2TVM,5,positive,0,0.022422483366894105
2271,RSEALYR8MYPVD,B000CD1R7K,4,positive,2,0.08168071908675163
2272,R1NJOJWH28LXBD,B0002F7FQK,4,positive,6,0.08523172795555486
2273,R14SXOHK7NEGVI,B0037G7AGG,5,positive,0,0.03298557704435463
2274,R2VVF007ZY9CDJ,B0002ZPLDY,5,positive,9,0.05577244434846605
2275,R39U3Q88G3ESBV,B00114YSM0,5,positive,2,0.09848354359084793
2276,R15Z32MBY9T2L6,B00A270MZO,5,positive,6,0.159524214276326
2277,R22YICYNFGLGH3,B004TM31FG,5,positive,0,0.03586961505796434
2278,RXPPAI6083G8O,B001KWDUJ0,5,positive,8,0.03576257650865632
2279,R2WULND47GSIOU,B008ASIZR4,1,negative,9,0.0043311529829555395
2280,R2L4QDWKPFS5HE,B000NDLJNG,4,positive,0,0.040096724723077085
2281,R352R7VMNNICVK,B00BISFPNK,5,positive,1,0.08546458467357715
2282,R2LN6U7D0D729C,B0002GFP4I,1,negative,1,0.13959676955731792
2283,R3VTMOH06PEFKN,B004TE5HBU,5,positive,5,0.02240431304978715
2284,R11FPI03TFCO87,B00GYGRSHM,5,positive,9,0.06005906276440889
2285,RMRVV14UCR0Y,B005F3H6QI,5,negative,0,0.037878826209359395
2286,RTCZH0SJZ78J7,B00P8E2M72,5,positive,6,0.10505918729728121
2287,RZ8R8SG1UVSCL,B000VJJQUU,5,positive,5,0.0417466382994083
2288,R4AFPY9DSERU8,B001NQZQ68,4,positive,3,0.024368395496572288
2289,R2JI6H80RPT6MB,B001PGXHXA,4,positive,7,0.06726320037798642
2290,R3BIS5GNFAHJ2Y,B005LTRCWY,5,positive,5,0.11782046276998141
2291,R1DA5WEBOIE1X4,B007KEM6U6,2,negative,5,0.029448916501100663
2292,R1Z6C7FR6AC98Y,B003D1M8HQ,5,positive,4,0.07514761728936588
2293,R3VAT4LE3C91CD,B0006FL8PK,5,positive,3,0.06695604920186325
2294,R3O4GXQDP8VAV3,B003D2S7HA,1,negative,1,0.052170135789842836
2295,R613K02GTVSFS,B000WME8C2,4,positive,3,0.026077285896002958
2296,R2LB6DRRFRS49X,B0002CZUCO,5,positive,1,0.06561025793946908
2297,R64A67BJ51AHC,B00KA74MFC,5,positive,6,0.02205287607686107
2298,RT3VIMWNJM2NA,B00113LUTA,5,positive,0,0.0375139183102451
2299,R2T4E7OV7Z2DKT,B005CRF060,4,positive,8,0.15268510168899824
2300,R2SS0COUTKWQWB,B00G9AZQXG,4,neutral,2,0.19261332231687536
2301,R1O5MTIHBXIU3V,B00C3ZBTD2,5,positive,8,0.0162035004240918
2302,R8F5A6ABSLCM9,B00MARLV7M,5,positive,8,0.14794052347123765
2303,R1A2G69TP6STR6,B000FVZUMM,5,positive,2,0.03069356938018129
2304,R325SNKZ00AC4U,B003SENQB0,5,positive,5,0.021049373652613952
2305,R2M578FHF2XGNP,B0052U1I9A,5,positive,5,0.021282774909853037
2306,R1E7EDKHWLG6AD,B003BGO2OK,4,positive,7,0.122221345848834
2307,R1P37UIUXTP085,B000BK8JKC,1,negative,6,0.14406588946863946
2308,RXQTY3HFT0HBV,B0002GYSNC,5,positive,8,0.1620696108559618
2309,RQYEGSVYV1WP8,B000EEL6AK,4,positive,4,0.04634759867964444
2310,R3QKOFVI4AKEYT,B008E7IIE6,5,positive,6,0.11014382179333648
2311,R2WZOGR71WXC9D,B00066U2S8,5,positive,0,0.02046598366677176
2312,R1E4BNJJIRR2CX,B000EE8YPK,5,positive,9,0.07222450135755194
2313,R3B464NBOP5P95,B000EXIMFI,3,neutral,0,0.023471048634812895
2314,R4KA8R52J9TNX,B00G8IVD54,5,positive,0,0.022523989554760707
2315,R35BFEY2DOW8XH,B00BUIA362,4,positive,9,0.08908499165842802
2316,RJP01ITB4LY9E,B0002H0MSG,5,positive,6,0.14994426207071482
2317,RZVLU7J5OV0PU,B008F4USMS,5,positive,5,0.023436712836271308
2318,R2P1YSYA6LM5EW,B00HVLUR86,5,positive,0,0.050806982914774416
2319,R2DBYYPO81N9ZI,B000OZ981I,5,positive,2,0.06369804084915379
2320,R2B5EILRDOARCU,B0006NDF8A,5,positive,4,0.09618820784359906
2321,R2PAFKECWI8HB0,B0002E582O,5,positive,6,0.07631702994743111
2322,R3GBQB2Z6KGES6,B003VWKPHC,5,positive,6,0.02241520239814191
2323,RQMIZXP4HY04U,B003P1B1SG,5,positive,0,0.028939666732330848
2324,R2ZZR56XXOE36E,B002GKGEEI,5,positive,2,0.01950308878561074
2325,R36ULMZ2DTJ4YW,B003PNFM7A,5,positive,5,0.1558587718963917
2326,R1INBQD033OJQ1,B000TYUCCI,2,negative,2,0.04913668928634607
2327,R1KSIA87LT2H1K,B001J1K536,2,negative,0,0.024740118881007665
2328,R3607R5204KG34,B000ARJHG6,5,positive,4,0.06113554495283589
2329,R1K0LBLCL9ASGB,B0007V5Z2A,5,positive,7,0.04005210152852075
2330,R26K0QKU77MI0F,B001AQ0GPM,5,positive,4,0.07699073128381535
2331,R11XMZ6QZKAZKQ,B000RABA34,5,positive,0,0.03376604319176265
2332,R1EYG9UPADHVZV,B00113NY9Y,3,neutral,0,0.01995035034429134
2333,R3JXVKIITY2SDY,B000XI6O2W,5,positive,9,0.08623582555679705
2334,R3SI19TVWLKF0Z,B002L5PHF0,5,positive,4,0.07860546545973755
2335,R1BEPA7QAMDU5Z,B002D47SW4,4,negative,3,0.037661963618820876
2336,R3G2CG0MR7V1DK,B00NT08MAI,5,positive,0,0.061976736594776004
2337,R1V6U646YE1IY3,B0025PM6DM,4,positive,6,0.03987661384390214
2338,R2QZZRIIC4H57,B004XNK7AI,5,positive,6,0.015585328023029752
2339,R1VYT9SBF4AYEE,B006OB0IB0,5,positive,3,0.1420629926427578
2340,R27CEIZAFUM33F,B00D4EV4NQ,5,positive,0,0.016888958356803284
2341,R1FYA5S3B7OMTK,B000LQ29T8,4,positive,0,0.024636636285337955
2342,R3V5ITWI57ZVQM,B0002GZBNS,5,positive,6,0.04265081348567085
2343,R1DFXGT3VIGH2F,B000IU3XYM,5,positive,4,0.02897564551225682
2344,R1KII4SYRPAQEA,B003VWJ2K8,4,positive,4,0.06752973112595319
2345,R2F4YRXSNC5ODG,B00063678K,5,positive,0,0.023464493107799786
2346,RFA35F6DXVJWN,B0002CZVUA,1,negative,4,0.0893470782745276
2347,R2FKDDY8YG9OC,B00AHU2U7O,1,negative,2,0.04385214947373667
2348,R1FC8XZAVEH1T4,B00FFVLKJE,5,positive,2,0.18784301133214978
2349,R1YT3JQAPGUFZO,B000HVIZEU,4,positive,9,0.017006354042509438
2350,R38WF8JF7GGVQP,B002472BYK,3,neutral,1,0.0672124011278996
2351,R3KM1AS5F6W1KY,B004QXE0I0,5,positive,2,0.02498825818859804
2352,R39LTY1IWKGRA8,B0002D0CH6,5,positive,8,0.023425408545772138
2353,R3I7AULIEWLGLT,B000A7FT0Y,5,positive,4,0.12608972504489457
2354,R3NI4XT472SKQM,B000065BPB,3,neutral,6,0.05090558361931158
2355,R2RENCI9PYU0OS,B000A6EUSC,5,positive,7,0.13154229078605983
2356,R2JXWOCQE2JU0X,B00EDUGBB0,5,positive,8,0.00850225743779574
2357,RBHMBHJJXH8CX,B0002E2XDQ,5,positive,3,0.07476485728112962
2358,R1KHEHP7ELWJTD,B009YCI62Y,1,negative,0,0.025663686121227616
2359,R24T6HE2CKFPGH,B00065LM2E,5,positive,6,0.05230219155316672
2360,R2PPH4SWICMJ17,B008F4USMS,5,positive,9,0.10780656472243379
2361,R19PID9226AGNL,B0030WKX0M,1,negative,9,0.045472259927447634
2362,R122NYLBAIE4KB,B000VJJQUU,1,negative,9,0.042846941051321634
2363,R27QEYQOHYNPBC,B004MNPGG4,5,positive,2,0.12849130792131686
2364,RLN38VOBY95EO,B000BMAH0A,4,neutral,6,0.02096208479878738
2365,R2XTQIQO6KZI6Y,B00CSJVI4I,5,positive,6,0.07376760197330728
2366,R2H16UYD628F02,B000V9PKZA,5,positive,0,0.029704502723421018
2367,R1LROOP8LZ8YIP,B004BZU4OW,5,positive,8,0.06793836872162963
2368,R332RZWQO8IHUC,B0084ABE4Y,2,negative,2,0.02087741131898432
2369,R9Q7CJEQWCFM4,B0002GFPVG,5,positive,8,0.02613512856899949
2370,R3RJK2GQXVB9M9,B001NBTF1A,5,positive,6,0.06382445859381206
2371,R27UDWQFCZMJ1G,B00IMWI3TI,5,positive,3,0.10889297679714037
2372,R1SAT40IBA691Z,B000EENK1I,5,positive,6,0.0694355374223763
2373,R1PN9B6VIGHXDY,B00E1SAODA,1,negative,9,0.07423375406473168
2374,R39QG2IGDOS3L7,B00MEP0IAQ,1,negative,0,0.019317541497529362
2375,R3ALA4WYM1TUZM,B00I3YLHAC,1,negative,2,0.059220939102153994
2376,R17OJ0PICSOERK,B000OR86WS,5,positive,7,0.06603019106922275
2377,R2JEB29IYTT1CL,B00KVIIY22,5,positive,7,0.18432031969213344
2378,R1XO7ZJTP33WOR,B003RAB97I,5,positive,8,0.040289196685374014
2379,RR0SYESI85SPW,B001ODMYO2,3,neutral,0,0.04825523554987799
2380,R2Z4M2DS1B27KW,B003Z4T6IU,5,positive,3,0.06306666261580492
2381,R22V6NRZA7HVQP,B00A8E1BS8,2,negative,9,0.08724323027524056
2382,RBR75FJZXI9JP,B0018R6AGM,5,positive,2,0.02437200560715772
2383,RK8TXYGTJJ8YV,B005E8GDRM,5,positive,7,0.10020785158508755
2384,RUT5ZOS89RM8,B004HJ58PM,5,positive,6,0.04285258454497504
2385,R2FJJW78GE5ZN3,B002HPMTZU,5,positive,4,0.05767255723571491
2386,R2CT80DAMFQ6DA,B004B8NGIA,5,negative,3,0.02933328633122001
2387,R3QHC5TIL27GEF,B000A2HDXA,2,neutral,2,0.023929380103775186
2388,R3COMH2J13QVE7,B0049C2XMI,3,neutral,9,0.05916183065541081
2389,R33YA1SLPXQWNK,B000EENN06,5,positive,6,0.03072308018965031
2390,R2WMWH4F9LDNHD,B0002OP7VQ,2,negative,0,0.02856057701521199
2391,R2DNFVYOAI2EWJ,B0002D0CQC,5,positive,2,0.07569708121004289
2392,RIJOAQJ1P4F0L,B00T0J26EU,5,positive,3,0.04635543760531576
2393,R1Q3C7Z1G82MT0,B0051WAM64,4,positive,6,0.04739703367875247
2394,R1U38OP2G2YEUS,B0041WI2SA,4,positive,5,0.03293296767630687
2395,R2J4CUWEEA7CK3,B0041OTYVM,2,negative,0,0.03273767069723666
2396,R33FRA3Z5OZDQU,B00LTDON0K,5,positive,3,0.18767472156501971
2397,R2MA36YFQGEUYK,B001R76D42,5,positive,2,0.11721922403161503
2398,RM8CJ7WP0YMDP,B003LZ3IKU,5,positive,6,0.1344499589170126
2399,RLD6WS5MZHXAQ,B005CQ2ZY6,3,neutral,2,0.05333899559351999
2400,R2U0Z4SBP17VL3,B0002F7KUG,5,positive,0,0.01661754556426759
2401,R88TDDCVU7SKA,B00HJI1B7W,5,positive,3,0.023244269834364877
2402,R2T3YPTYLSFA4B,B000067BKU,2,positive,0,0.04103468939512623
2403,RB0F8W8P8UYTW,B00ASHQQKI,2,negative,2,0.02428809898738728
2404,R2RCN3U3A57ZB8,B001CGXM6K,4,positive,3,0.07484193908673727
2405,R1XHITFAC4HPB,B000Z76GV0,5,positive,0,0.03694135125321125
2406,R2U2GXJVZQVJ05,B00I9F4IZ6,5,positive,1,0.05750447525008447
2407,R1MKGZ9TMS1J29,B0002E2VXS,5,positive,4,0.09307838729296142
2408,R1C4VXW1LCE2L,B00548S4OW,5,positive,6,0.027297474811115583
2409,R34T92FHWRLEN4,B003FO0LG6,5,positive,3,0.029588385004770436
2410,R4OXAKONZRPKB,B00CM2NI4O,5,positive,6,0.0663126697515311
2411,RODGUWLAQRB5F,B00DC796RG,4,positive,2,0.202421939722459
2412,R2TAY3KHTISDUB,B00HWM3UBA,5,neutral,2,0.05583818928649993
2413,RMEYHFCOL1TIY,B0033P1O6S,5,positive,8,0.10400286546550201
2414,RIMMGFCLRXQOG,B0002H8DKK,5,positive,0,0.003197242229576739
2415,RYNVE24LOGUMD,B005M0CK9M,4,positive,5,0.012671797168710778
2416,RF378TIURGCW1,B0099MPHA8,5,positive,4,0.0897913496091495
2417,R1PYIIV9ESNR16,B0002F71C8,5,positive,6,0.02526581288415831
2418,RNJ31KTF49XR5,B00EQB4M7Q,5,positive,6,0.016233326663131303
2419,RWETC8IGUNYUT,B00AZUAORE,4,positive,3,0.04675558474082221
2420,R1VMQQHHEAAM8J,B000EEK4VM,4,neutral,2,0.024322189787468352
2421,RLCEI11CJ9PQK,B005HEHFNO,5,positive,4,0.1122526135660429
2422,R3VERLGNP5YL1B,B007EDLY4W,4,positive,7,0.12448971313504609
2423,R169DK19CGY0SP,B00HK4KIO2,5,positive,0,0.035505474690880674
2424,R2U4TSSPVNL7DP,B000S95H9W,4,positive,2,0.034738076756070616
2425,R3W1X2YL5SYRNI,B0027M30Z6,2,negative,0,0.03680251121911904
2426,R3PMCTIKQV1U06,B007V7TP7Y,5,positive,1,0.08557722077626932
2427,R21BT6MFVG4R5F,B003UNKLRQ,2,negative,0,0.054240485795427916
2428,RK899Y7S5VU0G,B0016MNBAM,4,positive,0,0.06509069184562351
2429,R1D3TC5RL9FA36,B000V9M8R8,4,positive,0,0.02542005462487304
2430,RKXW5044KCQR8,B0041RLB6A,5,positive,6,0.022901093979174145
2431,R3E5DEHJYNWD0V,B0002DWQNE,3,neutral,7,0.14418238361060118
2432,RWQTURABAL0Y5,B000BKY8CU,5,positive,8,0.08492330701714396
2433,R1VH0ZNTPK57MK,B003B17J5O,4,positive,6,0.019569439825523303
2434,RSYGU2XD7338F,B00743L8E8,5,positive,6,0.05041257675897223
2435,RHKQAKM3RWO1B,B000VO1EA0,5,positive,3,0.05203932416467983
2436,R30LS53XX2S578,B00HVLUR54,5,positive,0,0.04841886314896695
2437,R1ND0KZ9VX4TT7,B004ME9D3A,5,positive,0,0.02171434546194699
2438,R2MJ82HO15OZD8,B001CYGE4E,5,positive,6,0.03586566646416172
2439,R2DP7UTVRWZG1V,B000068O3T,5,positive,3,0.1744342203477074
2440,R3IQM8J9V5XYVR,B001EZIEVW,4,negative,1,0.0695131653435426
2441,R3Q4UN8NYUQT1R,B001PPPWIE,4,positive,5,0.05104530892357334
2442,R23HSLACHV9CI6,B0009G1E0K,5,positive,6,0.030437243304097215
2443,R3LNRFELV1Q56A,B001GDRXIC,5,positive,1,0.055412256438891146
2444,R5XB023T29EO4,B001R0WKZU,4,positive,0,0.02075068770152116
2445,R20Q159XN0A392,B0002D01K4,4,positive,4,0.0782542113025149
2446,R388RHMTZY163R,B00FW2WCWK,1,negative,0,0.01706020909550173
2447,R951ABJBTTMRP,B00JN1L6WS,5,positive,0,0.05055465102511301
2448,R1BTAI61QK6OKJ,B001PGXHXA,5,positive,4,0.07590440154860711
2449,R3TRDK5UFCG8QH,B000G85S8K,5,positive,2,0.15533425669425122
2450,R3QFQVFKP2HAJ,B0002DVDHY,5,positive,8,0.027163946766535916
2451,R3UAOP3JHF0NHG,B003EIRVO8,5,negative,6,0.030991167256268784
2452,R1UJXHT8WZ0ZEM,B00I7IRKHI,5,positive,8,0.04119382070409957
2453,RY7AX4IH99K2G,B00FYZZ4PW,4,positive,5,0.09433574686933792
2454,R39GLFFG51ML69,B001J1O2JY,5,positive,1,0.08048258758840203
2455,R3F6NMSDL616QU,B0002D02BM,5,positive,6,0.10427802433969265
2456,R1TU8Y702H8DB2,B0043WJJ2G,2,negative,4,0.03768807828665518
2457,R2M2O2WDNVXUR4,B0023P1XUQ,5,positive,3,0.05652651107968746
2458,R870XQJ1DECD2,B008RWH9MU,5,positive,8,0.052627318180542476
2459,R1GTWPR703JOTQ,B000K6B2DI,5,positive,2,0.024064530430323694
2460,R2V856OB7ZDJ8X,B0002DNT5I,5,positive,9,0.02059300993025693
2461,RE3SVAT854W0K,B008874VHA,5,positive,3,0.026922840052807175
2462,RA3IQL54YCHK0,B0002E3B78,3,neutral,0,0.010986754095583298
2463,R380MQMBB7K8YQ,B0002E1G8E,1,negative,0,0.031385373853383906
2464,RUWV22SU2BRTS,B000N2KUYQ,1,negative,7,0.1778103296297305
2465,R2U4L7F6YFVFLX,B00KRNEB46,5,positive,4,0.08582280419522909
2466,R16P93VTHPHDJK,B0002F6RHS,5,positive,8,0.012444552670838788
2467,R1H9YWR8UJHGI2,B004OK1G64,5,positive,5,0.19529259736354854
2468,R15VGNGSKN7H6D,B0002F71OG,5,positive,0,0.03039547374235385
2469,R35CFSVTXTE6Q0,B005DP1LYG,5,neutral,0,0.018577748967170415
2470,R2PV5ECXAU3U1W,B003EV6EGQ,5,positive,0,0.03238854639331697
2471,R2XOWP5UFVT0OY,B00KQPGRRE,5,positive,9,0.037583987128062
2472,R2SPE3H007IOPO,B00P63ZY2U,3,neutral,0,0.010617871901603257
2473,R2I2XE4ILY6U6M,B007SBHI90,2,negative,1,0.08341775576438258
2474,R7Y9LWTY5NL25,B0002F77PE,5,positive,0,0.024768201914125813
2475,R30B8D9N6M1CG9,B001AIQGUO,5,positive,0,0.03455473458210463
2476,R1IKNBXH6UHSQQ,B00890D39S,3,neutral,5,0.02247476015702871
2477,RZI9HXR2PSFXD,B003TC637U,5,neutral,9,0.1175221065439057
2478,R784TWUPMPTVP,B005N4N2GC,1,negative,2,0.05295289531069985
2479,R2NQ3JVK8INO0Y,B00102ZN40,5,neutral,2,0.03943817283094041
2480,R7RT36FRAHULF,B0041B5B1C,5,positive,9,0.04364132341983779
2481,R2C056YLS2CEWW,B004GQNPAQ,5,positive,8,0.026861916998750582
2482,RUCAMLNAYFSSU,B0071ML4N2,5,positive,0,0.03495832718528211
2483,R3JREQDG4QUR3R,B005CP07S8,5,positive,4,0.08049211125353739
2484,R1WP3N7557RNIU,B0006UGEOU,5,positive,9,0.14265774564704234
2485,R1C9D64XWJ304Q,B003XFNBTQ,5,negative,3,0.03291497132549843
2486,R476YDGF4JJ6P,B00K5ZTBX2,5,positive,2,0.046403831502944
2487,RQP8WOCFVJBSK,B0058MJX4O,4,positive,5,0.03820699941216653
2488,R311LX1WSMU9ZF,B00DVZO62Y,4,positive,3,0.09502783357494399
2489,R3JM8J0PD1ED70,B002QSGR3I,5,positive,6,0.050995406902865484
2490,R3L8MLGUE8O6JB,B002UNMQKC,5,positive,0,0.03364597044400454
2491,R3F3LIRVVYK73P,B00032BOLO,5,positive,0,0.012403251287334742
2492,RC4AOHMF9TCOP,B001OFXDYK,5,positive,0,0.02686366637582581
2493,R28S3J4RN9JQGH,B009EU8M5C,5,positive,1,0.06396993188041519
2494,R2WCWFOWJQLT39,B00C8B8YXO,5,positive,0,0.02870511988428084
2495,R2WQ2H496EMGPL,B000065BPB,3,neutral,0,0.035271649546851365
2496,R118S5JDDID41O,B0002DUQ04,1,negative,1,0.04948319689360186
2497,R1QHNS5AI7VLRM,B0095F5BFA,5,positive,8,0.17351162142475848
2498,R18648216JX8MG,B00I1H6KJO,5,positive,8,0.08110317650783332
2499,R7YCRSOP5X45V,B00HP5GECQ,5,positive,0,0.018277399335084116
2500,R1ZUQDR5TQKGQ6,B00CS4L7DK,1,negative,0,0.01947376655566218
2501,R21SARKIYMQQBK,B003ZKLP4W,4,positive,0,0.028738115330451
2502,R2VYWGHC6W1DQH,B001GH4H3W,5,positive,2,0.06490852224963835
2503,R1527E4WZ4K8PS,B000EEHDM0,5,positive,7,0.13759831970789255
2504,R151ZW3I160OHI,B00AMB7D4S,1,negative,5,0.034520808495068465
2505,R3C5ZY6Z6UATV0,B0002F59X6,5,positive,5,0.13982057559994854
2506,RP0Q4WZUEJK7A,B001UE6I0G,5,positive,0,0.05040953929205194
2507,RR5D9H8TO1KHC,B0085M6SUQ,4,positive,0,0.034002108702893344
2508,R3DXO4LORFTPEO,B001BAHFK6,5,positive,9,0.0931994341569361
2509,RAIEOVO17JVQJ,B000065BP9,4,positive,0,0.05290011286867697
2510,R3J4KGIX80K1GS,B005PNXN92,1,negative,1,0.0674762820038417
2511,R1QMEWPYM6P4SD,B003BHHLBK,3,neutral,0,0.03142091742866134
2512,R1UYA3EEU4BG5C,B003HNY1IY,4,positive,4,0.05246128620070905
2513,R128IGYTVE1Y1Q,B003BQ5R0I,5,positive,3,0.11534776890264446
2514,R2S057DM0GO791,B0040ZK6GY,5,positive,3,0.06349448202715809
2515,RSH9A7UDMBR2V,B0002II7WS,5,neutral,5,0.05818694450988106
2516,R113U4HP3EC4RT,B0009FUUO2,5,positive,7,0.1846141915885499
2517,R3TMBW49AXTDN8,B004G60E50,5,positive,3,0.04147726322552043
2518,R1HHRXRI17NYCT,B002UKZ99U,4,positive,5,0.06727040381202713
2519,R3LF3KNO1IKZY6,B0002DVD7E,5,positive,5,0.05289811145882051
2520,RT8SFDZ9JY2T,B000K1ALIA,4,positive,0,0.02496334592529065
2521,RQVAQXLNGU1JD,B001AS6OYC,5,positive,0,0.012453791064748889
2522,R13YGQ25C69E71,B004UDDN5M,5,positive,1,0.09812002835734474
2523,R2EBILAKW6PNH5,B003F1IHWY,5,positive,0,0.022993810673806944
2524,R22JM679WFZZU,B005R4883A,4,positive,8,0.13241040793988454
2525,R3SPCNP8V1G5SS,B0018TBYQ6,4,positive,3,0.058200275460788445
2526,R2JQD3G57V2IYT,B00YNVCH8K,5,positive,8,0.03741428283352681
2527,ROUX59KZVGYS5,B003P2V9OG,5,positive,6,0.06883577393265691
2528,R2W1VMWATHUAXO,B00CTELDMO,5,positive,5,0.06669850936372201
2529,R3BD65PXLPI3EE,B0002E50U4,5,positive,5,0.027357811530257452
2530,R3VF9ARWU43G0G,B000EENHUC,5,positive,1,0.1357366030541726
2531,R1GP12K8IWSZF6,B0002GO9LI,2,negative,4,0.05266515314837132
2532,RHR8J29YEIJRT,B0040WWUYS,5,positive,2,0.06135875912383697
2533,R1E1ULGDQ3FJC9,B005F3H6MC,5,positive,0,0.023468599603501675
2534,RUSOT4ZSP42K7,B0010TKMU8,4,positive,1,0.045278977165215624
2535,R15Y9RBCXK2I5A,B001U0OWTO,1,negative,4,0.05855037212077097
2536,R2MX50WT1NHG27,B000SJJCX4,1,negative,0,0.025334381518771928
2537,R1HA2ICJN30D15,B00A2WZJDE,5,positive,2,0.04355887515999703
2538,R2G02NMWLY23Q7,B000J34FX6,5,positive,3,0.02778678994045455
2539,R29TO6TFEF8J96,B007GYTRKM,4,positive,4,0.05852085535501685
2540,R1V6BBELGLJ9WX,B000AJIF4E,4,positive,0,0.0529670485075937
2541,RZ8IKQC4N7QML,B000068O3T,1,negative,0,0.028351033348533845
2542,R24QPQBZCW9NPO,B003VWJ2K8,5,positive,3,0.18767472156501971
2543,R2FIOA73802F4V,B00BMU3B9O,4,positive,8,0.05114691385816869
2544,R1FTSH2I8MMF3B,B0002CZU6K,4,positive,4,0.03493459571033845
2545,RQY54UPT0V1R,B000XZZ8YK,5,positive,5,0.02528463817207419
2546,R1D4D4XT4ZE78D,B000065BP9,5,positive,0,0.03651023467245102
2547,R3GAB7U8S37R5V,B001EIMZXW,3,neutral,5,0.04258335499947884
2548,R2I54C0W2RW96K,B000H2DAXA,5,positive,3,0.06282864745039161
2549,R1BPD78FRR8SX1,B005SUWLZO,5,positive,5,0.1695505253407839
2550,R12Y3H7GRJLWQU,B00B4FS15G,5,positive,5,0.10212178576150446
2551,R2L8LECHUTNZIU,B0002DNUHU,5,negative,9,0.09116854345453462
2552,RZZ71S7RCJSBH,B0017O4YYQ,2,negative,1,0.04381781603433701
2553,R2BS9H2NRB108C,B00KTW3ZFQ,4,neutral,2,0.08775541632070377
2554,R4KHC2QUO2885,B0001FTVD6,5,neutral,5,0.132109530457738
2555,R11B6511280NCS,B002HJ9PTO,4,neutral,0,0.043982894134103806
2556,R1VSJPXM36K9QA,B00063678K,5,positive,2,0.11015887585816606
2557,R16DB3F1ZF17F9,B0010KCP5C,2,negative,5,0.06559554509389896
2558,R3PKVLL67SG6E7,B00062G0RE,5,positive,0,0.016408769018409815
2559,RWUBQ2UCLMF3J,B003VWJ2K8,5,positive,2,0.0583456434165295
2560,RXJ3RHQXP5KM7,B0002GFPA2,4,positive,5,0.19529259736354854
2561,R61QLYKPTL5BJ,B00DMOKUUQ,5,positive,7,0.04709466177140571
2562,R1PFNJFGONF6N4,B005PGGU9O,3,neutral,1,0.13204358807554892
2563,R1PS1K59922ZB2,B00BBRM00E,5,positive,5,0.04790985427352569
2564,R1CJY8AE7E6XL7,B00715CUGE,4,positive,9,0.09092535578143987
2565,R2Z5WMMGGEGW7D,B004PFZNAS,5,positive,6,0.06905831485782576
2566,R3TLHNWYCC16SG,B0002H0JZC,5,positive,7,0.08334057529224753
2567,R1VX73J0J6OTYM,B0002E2XCW,5,positive,4,0.0623802410596311
2568,R2TUV406WOCVNI,B001796V0G,5,positive,6,0.05241788387315518
2569,R1X7N6RNOY90LU,B001SN7R5Y,4,positive,7,0.0640959459587817
2570,R1STWW35CL2XWC,B0002GFOEY,5,positive,8,0.10657003262731837
2571,R1CX6353VJR5NI,B004XNK7AI,5,positive,3,0.0429975625833719
2572,R35494ALTCPN1G,B000L6GD04,5,positive,4,0.05462329241602763
2573,R35SX928BE0A3Y,B0002F58TG,4,positive,7,0.16424429600039972
2574,R3K10HGU43TX1U,B007X64FEG,5,positive,6,0.05727708295970713
2575,R3VED9027XKC18,B001SN7R5O,5,positive,8,0.03431087300660293
2576,R1J1P8Y65RC095,B000AJR482,5,positive,1,0.0012268449515702078
2577,R3BYLCAWH3ZVXK,B00GBATPFO,5,positive,3,0.07176105878425329
2578,RJJY558REXB9J,B009A4WB1I,1,negative,1,0.0631902867734663
2579,RFRPLVYJZL5F0,B003FXM6II,5,positive,2,0.04347665130833402
2580,R5O781QIP0AQZ,B003YX4N6M,1,negative,0,0.019564559173121287
2581,R3LMYRR6IN8QTC,B0002D0BAY,1,negative,4,0.1063451508269464
2582,R11B55KRHZ6G7R,B00JOP0QI8,5,positive,1,0.0997161341771413
2583,R39HST6NNORFP0,B004XNK7AI,5,positive,4,0.009857268915959077
2584,R2RS3P8PPS0SX1,B003M76KNY,5,positive,4,0.041784664762129706
2585,R305K5ARZ99MAR,B006LN56XQ,5,positive,7,0.05116135399163704
2586,R14094A2SVVCPK,B003C1RH3W,5,positive,4,0.15024940688625502
